OBJECTID_12,Join_Count,TARGET_FID,CT20,LABEL,NAME,SUP_NAME,DIST_SUP,CITYNAME_ALF,NAME_1,JURISDICTION,AREA_NUM,AREA_NAME,Shape__Area,Shape__Length
1893,2,1893,553702,5537.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,PARAMOUNT,,INCORPORATED CITY,9,Gateway Planning Area,1353124.254,7007.193379
1894,1,1894,553801,5538.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,PARAMOUNT,,INCORPORATED CITY,10,Gateway Planning Area,1883982.773,5824.651274
1895,2,1895,553802,5538.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,PARAMOUNT,,INCORPORATED CITY,9,Gateway Planning Area,2569464.43,8984.559498
1896,1,1896,553901,5539.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,PARAMOUNT,,INCORPORATED CITY,10,Gateway Planning Area,1858701.703,5791.728989
1897,1,1897,553902,5539.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,PARAMOUNT,,INCORPORATED CITY,10,Gateway Planning Area,1535931.918,5421.733986
1898,1,1898,554001,5540.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,BELLFLOWER,,INCORPORATED CITY,10,Gateway Planning Area,1575622.629,5924.945139
1899,1,1899,554002,5540.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,BELLFLOWER,,INCORPORATED CITY,10,Gateway Planning Area,1847350.918,7552.964717
1900,1,1900,554101,5541.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,BELLFLOWER,,INCORPORATED CITY,10,Gateway Planning Area,689544.9883,4633.119271
1901,1,1901,554105,5541.05,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,BELLFLOWER,,INCORPORATED CITY,10,Gateway Planning Area,490525.7344,3714.149917
1902,1,1902,554106,5541.06,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,BELLFLOWER,,INCORPORATED CITY,10,Gateway Planning Area,1066684.91,5191.194073
1903,1,1903,554201,5542.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,BELLFLOWER,,INCORPORATED CITY,10,Gateway Planning Area,1412752.754,4849.569737
1904,1,1904,554203,5542.03,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,BELLFLOWER,,INCORPORATED CITY,10,Gateway Planning Area,995353.418,5078.145855
1905,1,1905,554204,5542.04,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,BELLFLOWER,,INCORPORATED CITY,10,Gateway Planning Area,959187.7422,4760.729124
1906,1,1906,554301,5543.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,BELLFLOWER,,INCORPORATED CITY,10,Gateway Planning Area,982750.9219,5238.856342
1907,1,1907,554302,5543.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,BELLFLOWER,,INCORPORATED CITY,10,Gateway Planning Area,1045784.426,4094.036166
1908,1,1908,554403,5544.03,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,BELLFLOWER,,INCORPORATED CITY,10,Gateway Planning Area,1222679.367,4485.120351
1909,1,1909,554404,5544.04,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,BELLFLOWER,,INCORPORATED CITY,10,Gateway Planning Area,1224267.445,4464.54483
1910,1,1910,554405,5544.05,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,BELLFLOWER,,INCORPORATED CITY,10,Gateway Planning Area,1113340.953,4317.333624
1911,1,1911,554406,5544.06,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,BELLFLOWER,,INCORPORATED CITY,10,Gateway Planning Area,1604578.598,5864.281593
1912,1,1912,554511,5545.11,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,CERRITOS,,INCORPORATED CITY,10,Gateway Planning Area,3445357.586,7323.688604
1913,1,1913,554512,5545.12,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,CERRITOS,,INCORPORATED CITY,10,Gateway Planning Area,5575263.688,9744.926281
1914,1,1914,554513,5545.13,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,CERRITOS,,INCORPORATED CITY,10,Gateway Planning Area,824739.5938,3859.628625
1915,1,1915,554514,5545.14,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,CERRITOS,,INCORPORATED CITY,10,Gateway Planning Area,2191068.758,7993.363399
1916,1,1916,554515,5545.15,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,CERRITOS,,INCORPORATED CITY,10,Gateway Planning Area,1757481.879,6014.000202
1917,1,1917,554516,5545.16,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,CERRITOS,,INCORPORATED CITY,10,Gateway Planning Area,2113460.402,7916.787212
1918,1,1918,554517,5545.17,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,CERRITOS,,INCORPORATED CITY,10,Gateway Planning Area,1921971.387,5846.592494
1919,1,1919,554518,5545.18,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,CERRITOS,,INCORPORATED CITY,10,Gateway Planning Area,2628106.313,7824.33067
1920,1,1920,554519,5545.19,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,CERRITOS,,INCORPORATED CITY,10,Gateway Planning Area,2520175.516,7195.107827
1921,1,1921,554521,5545.21,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,CERRITOS,,INCORPORATED CITY,10,Gateway Planning Area,7194736.922,14229.4991
1922,1,1922,554522,5545.22,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,CERRITOS,,INCORPORATED CITY,10,Gateway Planning Area,3188088.965,7642.522535
1923,1,1923,554600,5546,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,NORWALK,,INCORPORATED CITY,10,Gateway Planning Area,1534122.723,5355.79959
1924,1,1924,554700,5547,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,NORWALK,,INCORPORATED CITY,10,Gateway Planning Area,1165869.563,5071.480819
1925,1,1925,554801,5548.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,ARTESIA,,INCORPORATED CITY,10,Gateway Planning Area,1314605.336,5562.681066
1926,1,1926,554802,5548.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,ARTESIA,,INCORPORATED CITY,10,Gateway Planning Area,2232894.223,7040.484972
1927,1,1927,554900,5549,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,ARTESIA,,INCORPORATED CITY,10,Gateway Planning Area,2555561.207,9471.442353
1928,1,1928,555001,5550.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LAKEWOOD,,INCORPORATED CITY,10,Gateway Planning Area,1872425.242,6404.901773
1929,1,1929,555002,5550.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LAKEWOOD,,INCORPORATED CITY,10,Gateway Planning Area,1322854.871,4700.207611
1930,1,1930,555105,5551.05,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LAKEWOOD,,INCORPORATED CITY,10,Gateway Planning Area,1599386.621,6787.725663
1931,1,1931,555106,5551.06,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,HAWAIIAN GARDENS,,INCORPORATED CITY,10,Gateway Planning Area,1281355.535,5360.72439
1932,1,1932,555107,5551.07,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LAKEWOOD,,INCORPORATED CITY,10,Gateway Planning Area,1842252.563,6737.584457
1933,1,1933,555202,5552.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1603915.277,6502.480951
1934,1,1934,555211,5552.11,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,HAWAIIAN GARDENS,,INCORPORATED CITY,10,Gateway Planning Area,1141836.289,4342.281559
1935,1,1935,555212,5552.12,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,HAWAIIAN GARDENS,,INCORPORATED CITY,10,Gateway Planning Area,1176536.688,5181.190654
1936,1,1936,555300,5553,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,NORWALK,,INCORPORATED CITY,10,Gateway Planning Area,2491621.473,7584.367954
1937,1,1937,570001,5700.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LAKEWOOD,,INCORPORATED CITY,10,Gateway Planning Area,2228169.668,6406.092875
1938,1,1938,570002,5700.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LAKEWOOD,,INCORPORATED CITY,10,Gateway Planning Area,1131582.504,4275.075672
1939,1,1939,570003,5700.03,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LAKEWOOD,,INCORPORATED CITY,10,Gateway Planning Area,1664255.184,5222.542982
1940,1,1940,570100,5701,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1678505.707,5385.416663
1941,2,1941,570202,5702.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,9,Gateway Planning Area,2433328.699,7011.205161
1942,1,1942,570203,5702.03,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1893287.203,5839.606683
1943,1,1943,570204,5702.04,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,797085.6289,3622.69563
1944,1,1944,570303,5703.03,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,895612.4336,4247.342591
1945,1,1945,570304,5703.04,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,830877.4258,5060.73532
1946,2,1946,570305,5703.05,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,9,Gateway Planning Area,1073129.566,6502.637435
1947,1,1947,570306,5703.06,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,677468.8945,3253.206098
1948,2,1948,570402,5704.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,9,Gateway Planning Area,2204546,7427.702096
1949,2,1949,570403,5704.03,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,9,Gateway Planning Area,829783.8672,3883.921347
1950,2,1950,570404,5704.04,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,9,Gateway Planning Area,1258962.945,5729.328138
1951,1,1951,570502,5705.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,2905140.094,7334.304284
1952,1,1952,570503,5705.03,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,783647.0352,3628.010453
1953,1,1953,570504,5705.04,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1377183.324,4754.27782
1954,1,1954,570601,5706.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1134610.23,4543.722327
1955,1,1955,570602,5706.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1515691.059,5176.118846
1956,1,1956,570603,5706.03,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1067989.063,4450.035992
1957,1,1957,570701,5707.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LAKEWOOD,,INCORPORATED CITY,10,Gateway Planning Area,2585927.285,7745.134636
1958,1,1958,570703,5707.03,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LAKEWOOD,,INCORPORATED CITY,10,Gateway Planning Area,1351448.004,4889.294297
1959,1,1959,570800,5708,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LAKEWOOD,,INCORPORATED CITY,10,Gateway Planning Area,3480520.41,7511.223443
1960,1,1960,570901,5709.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LAKEWOOD,,INCORPORATED CITY,10,Gateway Planning Area,2639229.02,6802.522624
1961,1,1961,570902,5709.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LAKEWOOD,,INCORPORATED CITY,10,Gateway Planning Area,1534792.66,5210.838327
1962,1,1962,571000,5710,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LAKEWOOD,,INCORPORATED CITY,10,Gateway Planning Area,2549138.313,6541.305338
1963,1,1963,571101,5711.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LAKEWOOD,,INCORPORATED CITY,10,Gateway Planning Area,1923817.863,5838.150539
1964,1,1964,571102,5711.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LAKEWOOD,,INCORPORATED CITY,10,Gateway Planning Area,1827360.488,5745.290419
1965,1,1965,571201,5712.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1896503.41,5836.464574
1966,1,1966,571202,5712.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1900422.039,5911.988531
1967,1,1967,571300,5713,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LAKEWOOD,,INCORPORATED CITY,10,Gateway Planning Area,3047064.273,7010.158823
1968,1,1968,571400,5714,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LAKEWOOD,,INCORPORATED CITY,10,Gateway Planning Area,2788712.109,9048.763344
1969,1,1969,571502,5715.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,2001091.098,5938.906887
1970,1,1970,571504,5715.04,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,2196735.711,6132.475463
1971,1,1971,571505,5715.05,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,953192.3945,4058.990623
1972,1,1972,571600,5716,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,419999.9844,3566.580728
1973,2,1973,571701,5717.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,2778600.605,9067.709179
1974,1,1974,571703,5717.03,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,577751.4883,3570.493623
1975,1,1975,571704,5717.04,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,700015.7813,4116.591402
1976,1,1976,571800,5718,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,4126758.355,9749.160755
1977,1,1977,571900,5719,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,2811687.746,8725.346949
1978,1,1978,572001,5720.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,2463390.918,7154.86454
1979,1,1979,572201,5722.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,2265481.926,6786.397833
1980,1,1980,572202,5722.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,2254569.617,6593.803434
1981,2,1981,572301,5723.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1190025.836,7109.428654
1982,1,1982,572500,5725,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,860864.4961,3915.509649
1983,1,1983,572600,5726,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1848066.719,5774.028827
1984,1,1984,572700,5727,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1559917.234,5144.933894
1985,1,1985,573002,5730.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,471068.9414,2912.430341
1986,1,1986,573003,5730.03,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,650506.4219,3324.521203
1987,1,1987,573004,5730.04,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,596506.4063,3174.895824
1988,1,1988,573101,5731.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,764811.9766,4122.708176
1989,1,1989,573102,5731.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,967284.6211,4530.0321
1990,1,1990,573201,5732.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,873167.0234,3807.596094
1991,1,1991,573202,5732.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,942189.7695,3882.459569
1992,1,1992,573300,5733,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1140413.301,4862.314633
1993,1,1993,573401,5734.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,SIGNAL HILL,,INCORPORATED CITY,10,Gateway Planning Area,1510877.98,6828.030533
1994,1,1994,573402,5734.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,SIGNAL HILL,,INCORPORATED CITY,10,Gateway Planning Area,4302738,12681.21222
1995,1,1995,573403,5734.03,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,SIGNAL HILL,,INCORPORATED CITY,10,Gateway Planning Area,2416949.465,9863.037497
1996,1,1996,573601,5736.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,5414070.082,11866.99303
1997,1,1997,573700,5737,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,2642512.035,6764.817504
1998,1,1998,573800,5738,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,2228454.465,6563.22019
1999,1,1999,573902,5739.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1033707.355,5105.398203
2000,1,2000,574000,5740,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,2643150.797,7028.320186
2001,1,2001,574100,5741,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,2671143.688,7459.407312
2002,1,2002,574201,5742.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1879810.891,5821.810603
2003,1,2003,574202,5742.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1944863.012,7316.374282
2004,1,2004,574300,5743,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,3602131.441,9307.2178
2005,1,2005,574400,5744,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,4937495.156,8981.65301
2006,1,2006,574500,5745,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,3952785.379,9221.125402
2007,1,2007,574602,5746.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,856892.1641,3715.375007
2008,1,2008,574800,5748,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1608171.363,5620.464314
2009,1,2009,574901,5749.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1947168.582,6231.712587
2010,1,2010,574902,5749.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1166086.445,4828.400086
2011,1,2011,575001,5750.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1415511,6692.699797
2012,1,2012,575002,5750.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1400624.578,5477.214802
2013,1,2013,575101,5751.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,610303.8164,3731.295554
2014,1,2014,575102,5751.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,589185.75,3395.998329
2015,1,2015,575103,5751.03,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,696865.9219,3371.702727
2016,1,2016,575201,5752.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,822369.3242,3876.43076
2017,1,2017,575202,5752.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,586504.0664,3391.72176
2018,1,2018,575300,5753,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,940610.9609,3880.653932
2019,1,2019,575401,5754.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1291649.766,4620.943051
2020,1,2020,575402,5754.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,469980.0039,2914.946555
2021,1,2021,575801,5758.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,633028.7852,3164.48551
2022,1,2022,575802,5758.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,465737.0508,2903.498925
2023,1,2023,575803,5758.03,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,289636.6445,2538.38452
2024,1,2024,575901,5759.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,704603.0469,3560.820022
2025,1,2025,575902,5759.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,508582.1094,2876.00836
2026,1,2026,576001,5760.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,4564171.016,9822.501362
2027,1,2027,576200,5762,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,1010830.508,4115.913013
2028,1,2028,576301,5763.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,796017.8867,3581.892469
2029,1,2029,576302,5763.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,469751.4688,2909.968375
2030,1,2030,576401,5764.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,470208.3477,2913.104624
2031,1,2031,576402,5764.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,470830.0195,2913.987017
2032,1,2032,576403,5764.03,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,470964.6133,2915.679858
2033,1,2033,576501,5765.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,422766.2852,2677.980589
2034,1,2034,576502,5765.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,446325.1992,2949.456536
2035,1,2035,576503,5765.03,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,452375.6484,2906.683459
2036,1,2036,576601,5766.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,713131.5742,4268.017716
2037,1,2037,576602,5766.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,7241740.188,16284.00892
2038,1,2038,576700,5767,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LONG BEACH,,INCORPORATED CITY,10,Gateway Planning Area,3637659.77,11859.09928
